9/19/2021,48266.63,2.15
9/20/2021,47371.04,-1.891
9/21/2021,42932.95,-10.337
9/22/2021,40386.62,-6.305
9/23/2021,43587.22,7.343
9/24/2021,44980.9,3.098
9/25/2021,42752.17,-5.213
9/26/2021,42856.86,0.244
9/27/2021,43336.86,1.108
9/28/2021,42247.36,-2.579
9/29/2021,41010.38,-3.016
9/30/2021,41587.67,1.388
10/1/2021,43859.33,5.179
10/2/2021,48181.88,8.971
10/3/2021,47777.76,-0.846
10/4/2021,48282.97,1.046
10/5/2021,49260.23,1.984
10/6/2021,51668.99,4.662
10/7/2021,55415.01,6.76
10/8/2021,53894.6,-2.821
10/9/2021,54010.94,0.215
10/10/2021,55125.46,2.022
10/11/2021,54711.87,-0.756
10/12/2021,57572.51,4.969
10/13/2021,56335.04,-2.197
10/14/2021,57487.99,2.006
10/15/2021,57452.43,-0.062
10/16/2021,61809.02,7.048
10/17/2021,61165.64,-1.052
10/18/2021,61583.77,0.679
10/19/2021,62017.97,0.7
10/20/2021,64517.65,3.874
10/21/2021,66237.52,2.597
10/22/2021,62541.09,-5.91
10/23/2021,61029.27,-2.477
10/24/2021,61572.14,0.882
10/25/2021,61173.17,-0.652
10/26/2021,63228.21,3.25
10/27/2021,60604.19,-4.33
10/28/2021,58641.0,-3.348
10/29/2021,60767.56,3.499
10/30/2021,62283.2,2.433
10/31/2021,61837.26,-0.721
11/1/2021,61471.87,-0.594
11/2/2021,61121.83,-0.573
11/3/2021,63247.21,3.36
11/4/2021,63130.94,-0.184
11/5/2021,61601.74,-2.482
11/6/2021,61247.38,-0.579
11/7/2021,61661.36,0.671
11/8/2021,63153.23,2.362
11/9/2021,67617.02,6.602
11/10/2021,67145.37,-0.702
11/11/2021,65061.05,-3.204
11/12/2021,65005.65,-0.085
11/13/2021,64432.05,-0.89
11/14/2021,64660.34,0.353
11/15/2021,65648.98,1.506
11/16/2021,63933.84,-2.683
11/17/2021,60448.56,-5.766
11/18/2021,60603.66,0.256
11/19/2021,56987.32,-6.346
11/20/2021,58459.26,2.518
11/21/2021,60082.91,2.702
11/22/2021,59139.78,-1.595
11/23/2021,56386.86,-4.882
11/24/2021,57748.79,2.358
11/25/2021,57198.18,-0.963
11/26/2021,58897.85,2.886
11/27/2021,53827.79,-9.419
11/28/2021,54533.4,1.294
11/29/2021,57237.66,4.725
11/30/2021,57848.77,1.056
12/1/2021,57011.28,-1.469
12/2/2021,57169.37,0.277
12/3/2021,56508.27,-1.17
12/4/2021,53785.97,-5.061
12/5/2021,49161.99,-9.406
12/6/2021,49268.47,0.216
12/7/2021,50461.58,2.364
12/8/2021,50647.66,0.367
12/9/2021,50530.46,-0.232
12/10/2021,47885.87,-5.523
12/11/2021,47303.56,-1.231
12/12/2021,49242.3,3.937
12/13/2021,50051.08,1.616
12/14/2021,46696.3,-7.184
12/15/2021,48410.56,3.541
12/16/2021,48936.86,1.075
12/17/2021,47694.53,-2.605
12/18/2021,46328.7,-2.948
12/19/2021,46970.06,1.365
12/20/2021,46807.05,-0.348
12/21/2021,47117.01,0.658
12/22/2021,49145.22,4.127
12/23/2021,48755.9,-0.799
12/24/2021,50900.61,4.214
12/25/2021,50888.72,-0.023
12/26/2021,50663.49,-0.445
12/27/2021,50852.86,0.372
12/28/2021,50774.07,-0.155
12/29/2021,47725.15,-6.388
12/30/2021,46506.99,-2.619
12/31/2021,47191.87,1.451
1/1/2022,46319.65,-1.883
1/2/2022,47816.08,3.13
1/3/2022,47387.21,-0.905
1/4/2022,46531.14,-1.84
1/5/2022,45938.02,-1.291
1/6/2022,43647.15,-5.249
1/7/2022,43216.46,-0.997
1/8/2022,41527.2,-4.068
1/9/2022,41756.66,0.55
1/10/2022,41862.36,0.252
1/11/2022,41869.86,0.018
1/12/2022,42777.21,2.121
1/13/2022,43981.88,2.739
1/14/2022,42608.41,-3.223
1/15/2022,43120.85,1.188
1/16/2022,43226.65,0.245
1/17/2022,43119.79,-0.248
1/18/2022,42298.34,-1.942
1/19/2022,42395.46,0.229
1/20/2022,41749.55,-1.547
1/21/2022,40707.68,-2.559
1/22/2022,36508.8,-11.501
1/23/2022,35180.44,-3.776
1/24/2022,36306.41,3.101
1/25/2022,36774.01,1.272
1/26/2022,36988.93,0.581
1/27/2022,36870.44,-0.321
1/28/2022,37276.84,1.09
1/29/2022,37852.58,1.521
1/30/2022,38232.18,0.993
1/31/2022,37983.15,-0.656
2/1/2022,38555.53,1.485
2/2/2022,38835.69,0.721
2/3/2022,37000.98,-4.959
2/4/2022,37101.35,0.271
2/5/2022,41673.84,10.972
2/6/2022,41493.69,-0.434
2/7/2022,42475.54,2.312
2/8/2022,43910.93,3.269
2/9/2022,44184.45,0.619
