sc,1777.31,0
sc,1800.3,1.29
sc,1484.64,-17.5
sc,1107.0,-25.4
sc,1117.36,0.903
sc,1222.2,9.400
sc,1163.5,-4.82
sc,1070.19,-7.99
sc,1160.0,8.411
sc,1181.0,1.810
sc,1191.0,0.846
