11/22/2021,59139.78
11/23/2021,56386.86
11/24/2021,57748.79
11/25/2021,57198.18
11/26/2021,58897.85
11/27/2021,53827.79
11/28/2021,54533.40
11/29/2021,57237.66
11/30/2021,57848.77
12/1/2021,57011.28
12/2/2021,57169.37
12/3/2021,56508.27
12/4/2021,53785.97
12/5/2021,49161.99
12/6/2021,49268.47
12/7/2021,50461.58
12/8/2021,50647.66
12/9/2021,50530.46
12/10/2021,47885.87
12/11/2021,47303.56
12/12/2021,49242.30
12/13/2021,50051.08
12/14/2021,46696.30
12/15/2021,48410.56
12/16/2021,48936.86
12/17/2021,47694.53
12/18/2021,46328.70
12/19/2021,46970.06
12/20/2021,46807.05
12/21/2021,47117.01
12/22/2021,49145.22
12/23/2021,48755.90
12/24/2021,50900.61
12/25/2021,50888.72
12/26/2021,50663.49
12/27/2021,50852.86
12/28/2021,50774.07
12/29/2021,47725.15
12/30/2021,46506.99
12/31/2021,47191.87
1/1/2022,46319.65
1/2/2022,47816.08
1/3/2022,47387.21
1/4/2022,46531.14
1/5/2022,45938.02
1/6/2022,43647.15
1/7/2022,43216.46
1/8/2022,41527.20
1/9/2022,41756.66
1/10/2022,41862.36
1/11/2022,41869.86
1/12/2022,42777.21
1/13/2022,43981.88
1/14/2022,42608.41
1/15/2022,43120.85
1/16/2022,43226.65
1/17/2022,43119.79
1/18/2022,42298.34
1/19/2022,42395.46
1/20/2022,41749.55
1/21/2022,40707.68
1/22/2022,36508.80
1/23/2022,35180.44
1/24/2022,36306.41
1/25/2022,36774.01
1/26/2022,36988.93
1/27/2022,36870.44
1/28/2022,37276.84
1/29/2022,37852.58
1/30/2022,38232.18
1/31/2022,37983.15
2/1/2022,38555.53
2/2/2022,38835.69
2/3/2022,37000.98
2/4/2022,37101.35
2/5/2022,41673.84
2/6/2022,41493.69
2/7/2022,42475.54
2/8/2022,43910.93
2/9/2022,44184.45
2/10/2022,44383.89
2/11/2022,43628.14
2/12/2022,42445.39
2/13/2022,42254.74
2/14/2022,42247.84
2/15/2022,42634.57
2/16/2022,44574.32
2/17/2022,44063.28
2/18/2022,40562.99
2/19/2022,40073.50
2/20/2022,40192.76
2/21/2022,38514.01
2/22/2022,37059.98
2/23/2022,38337.20
2/24/2022,37372.29
2/25/2022,38363.35
2/26/2022,39316.16
2/27/2022,39090.20
2/28/2022,37803.59
3/1/2022,43225.40
3/2/2022,44459.59
3/3/2022,43980.71
3/4/2022,42491.98
3/5/2022,39200.30
3/6/2022,39463.15
3/7/2022,38442.99
3/8/2022,38076.49
3/9/2022,38732.94
3/10/2022,41986.03
3/11/2022,39468.35
3/12/2022,38775.18
3/13/2022,38903.69
3/14/2022,37852.53
3/15/2022,39669.42
3/16/2022,39331.85
3/17/2022,41165.64
3/18/2022,41001.71
3/19/2022,41837.41
3/20/2022,42201.94
3/21/2022,41283.26
3/22/2022,41061.82
3/23/2022,42401.90
3/24/2022,42802.15
3/25/2022,43936.10
3/26/2022,44331.78
3/27/2022,44510.84
3/28/2022,46715.12
3/29/2022,46994.88
3/30/2022,47459.26
3/31/2022,47063.37
4/1/2022,45528.41
4/2/2022,46270.20
4/3/2022,45842.14
